full-title,title,label
<p>ข่าวปลอม อย่าแชร์! พบผู้เสียชีวิตด้วยเชื้อ COVID-19 จำนวน 2 ราย ในจังหวัดชุมพร แต่ปิดข่าว</p>,พบผู้เสียชีวิตด้วยเชื้อ COVID-19 จำนวน 2 ราย ในจังหวัดชุมพร แต่ปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! จังหวัดเพชรบุรี พบชาวต่างชาติเสียชีวิตด้วยโรค COVID-19 จำนวน 1 ราย</p>,จังหวัดเพชรบุรี พบชาวต่างชาติเสียชีวิตด้วยโรค COVID-19 จำนวน 1 ราย,fake
<p>ข่าวปลอม อย่าแชร์! พืชกระท่อมช่วยยับยั้งเชื้อไวรัส COVID-19 ได้</p>,พืชกระท่อมช่วยยับยั้งเชื้อไวรัส COVID-19 ได้,fake
<p>ข่าวปลอม อย่าแชร์! ดื่มน้ำปั่นใบไม้สด และผักสดที่ไม่ผ่านความร้อน ช่วยรักษามะเร็ง</p>,ดื่มน้ำปั่นใบไม้สด และผักสดที่ไม่ผ่านความร้อน ช่วยรักษามะเร็ง,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ต้องสงสัยติดเชื้อไวรัส COVID-19  เจ้าหน้าที่ได้หามตัวออกจากร้านสะดวกซื้อ ที่เขตป้อมปราบศัตรูพ่าย</p>,พบผู้ต้องสงสัยติดเชื้อไวรัส COVID-19  เจ้าหน้าที่ได้หามตัวออกจากร้านสะดวกซื้อ ที่เขตป้อมปราบศัตรูพ่าย,fake
<p>กรมอุตุฯ เตือน 12-16 มี.ค. มีพายุฤดูร้อน พื้นที่เสี่ยงเตรียมรับมือ จริงหรือ?</p>,กรมอุตุฯ เตือน 12-16 มี.ค. มีพายุฤดูร้อน พื้นที่เสี่ยงเตรียมรับมือ,real
<p>ข่าวปลอม อย่าแชร์! รักษาสิว ด้วยยาสีฟัน</p>,รักษาสิว ด้วยยาสีฟัน,fake
<p>ข่าวปลอม อย่าแชร์! “ประเทศไทยมีการแพร่ระบาดไวรัส COVID-19 อยู่ในระยะที่ 3”</p>,“ประเทศไทยมีการแพร่ระบาดไวรัส COVID-19 อยู่ในระยะที่ 3”,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 ในตลาดแห่งหนึ่งในจังหวัดสมุทรสงคราม</p>,พบผู้ติดเชื้อ COVID-19 ในตลาดแห่งหนึ่งในจังหวัดสมุทรสงคราม,fake
<p>ข่าวปลอม อย่าแชร์! แผนที่พื้นที่เสี่ยง COVID-19 จังหวัดที่ “ผีน้อย” เดินทางกลับ</p>,แผนที่พื้นที่เสี่ยง COVID-19 จังหวัดที่ “ผีน้อย” เดินทางกลับ,fake
"<p>ข่าวปลอม อย่าแชร์! ตัดงบบัตรทองจาก 13,000 ล้านบาท เหลือ 500 ล้านเนื่องจากเศรษฐกิจไม่ดี</p>","ตัดงบบัตรทองจาก 13,000 ล้านบาท เหลือ 500 ล้านเนื่องจากเศรษฐกิจไม่ดี",fake
<p>ข่าวปลอม อย่าแชร์! ลือ พบผู้ติดเชื้อ COVID-19 ในจังหวัดสุราษฎร์ธานี จำนวน 2 ราย</p>,ลือ พบผู้ติดเชื้อ COVID-19 ในจังหวัดสุราษฎร์ธานี จำนวน 2 ราย,fake
<p>ข่าวปลอม อย่าแชร์! คลิปเสียง อ้างรพ.แห่งหนึ่งในจังหวัดอุดรธานี มีผู้ติดเชื้อ COVID-19 หลายราย แต่รัฐปิดข่าว</p>,คลิปเสียง อ้างรพ.แห่งหนึ่งในจังหวัดอุดรธานี มีผู้ติดเชื้อ COVID-19 หลายราย แต่รัฐปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 ที่อำเภอแห่งหนึ่งในจังหวัดสุโขทัย 16 ราย และจังหวัดในพิษณุโลก อีก 10 กว่าราย</p>,พบผู้ติดเชื้อ COVID-19 ที่อำเภอแห่งหนึ่งในจังหวัดสุโขทัย 16 ราย และจังหวัดในพิษณุโลก อีก 10 กว่าราย,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ  COVID-19 ที่เขตบางเขน</p>,พบผู้ติดเชื้อ  COVID-19 ที่เขตบางเขน,fake
<p>กรมเจ้าท่ามีมาตรการตรวจจับความเร็วเรือที่ใช้ความเร็วเกินกำหนด จริงหรือ?</p>,กรมเจ้าท่ามีมาตรการตรวจจับความเร็วเรือที่ใช้ความเร็วเกินกำหนด,real
<p>ข่าวปลอม อย่าแชร์! เชื้อไวรัส COVID-19 ระบาดที่ รร.ในจังหวัดร้อยเอ็ด</p>,เชื้อไวรัส COVID-19 ระบาดที่ รร.ในจังหวัดร้อยเอ็ด,fake
"<p>ข่าวปลอม อย่าแชร์! COVID-19 ระบาด ยอดผู้เสียชีวิตในกรุงเทพฯ ถึง 1,000 คน</p>","COVID-19 ระบาด ยอดผู้เสียชีวิตในกรุงเทพฯ ถึง 1,000 คน",fake
<p>ข่าวปลอม อย่าแชร์! สธ.จัดโซนจังหวัดอันตรายเสี่ยง COVID-19</p>,สธ.จัดโซนจังหวัดอันตรายเสี่ยง COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 ทั้งครอบครัว ในจังหวัดพิจิตร</p>,พบผู้ติดเชื้อ COVID-19 ทั้งครอบครัว ในจังหวัดพิจิตร,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 จำนวน 2 คน รักษาตัวอยู่ที่โรงพยาบาลในจังหวัดสมุทรปราการ</p>,พบผู้ติดเชื้อ COVID-19 จำนวน 2 คน รักษาตัวอยู่ที่โรงพยาบาลในจังหวัดสมุทรปราการ,fake
<p>ข่าวปลอม อย่าแชร์! สธ. ประกาศ สารแอดโดรกราโฟไลด์ในฟ้าทะลายโจร ช่วยรักษา COVID-19</p>,สธ. ประกาศ สารแอดโดรกราโฟไลด์ในฟ้าทะลายโจร ช่วยรักษา COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 แต่ปิดข่าว ที่มหาวิทยาลัยแห่งหนึ่งเขตดุสิต</p>,พบผู้ติดเชื้อ COVID-19 แต่ปิดข่าว ที่มหาวิทยาลัยแห่งหนึ่งเขตดุสิต,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 ที่หมู่บ้าน และโรงพยาบาลแห่งหนึ่ง ในจังหวัดปทุมธานี</p>,พบผู้ติดเชื้อ COVID-19 ที่หมู่บ้าน และโรงพยาบาลแห่งหนึ่ง ในจังหวัดปทุมธานี,fake
<p>ข่าวปลอม อย่าแชร์! โรงพยาบาลแห่งหนึ่งในจังหวัดสกลนคร พบผู้ติดเชื้อไวรัส COVID-19 จำนวน 4-5 คน แต่ปิดข่าว</p>,โรงพยาบาลแห่งหนึ่งในจังหวัดสกลนคร พบผู้ติดเชื้อไวรัส COVID-19 จำนวน 4-5 คน แต่ปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! พนักงานห้างย่านพระประแดงติดเชื้อไวรัส COVID-19</p>,พนักงานห้างย่านพระประแดงติดเชื้อไวรัส COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! พบนักเรียนติดเชื้อ COVID-19 จำนวน 15 คน ที่โรงเรียนในจังหวัดเชียงใหม่</p>,พบนักเรียนติดเชื้อ COVID-19 จำนวน 15 คน ที่โรงเรียนในจังหวัดเชียงใหม่,fake
<p>ข่าวปลอม อย่าแชร์! พนักงานห้างดังในอยุธยา ติดเชื้อไวรัส COVID-19</p>,พนักงานห้างดังในอยุธยา ติดเชื้อไวรัส COVID-19,fake
<p>สปสช. อนุมัติงบพันล้าน หนุนโรงพยาบาลรับมือ COVID-19 สร้างความมั่นใจให้ประชาชน จริงหรือ?</p>,สปสช. อนุมัติงบพันล้าน หนุนโรงพยาบาลรับมือ COVID-19 สร้างความมั่นใจให้ประชาชน,real
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อไวรัส COVID-19 ถูกกักตัวไว้ที่ รพ.ในจังหวัดนครราชสีมา</p>,พบผู้ติดเชื้อไวรัส COVID-19 ถูกกักตัวไว้ที่ รพ.ในจังหวัดนครราชสีมา,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อไวรัส COVID-19 ที่จังหวัดบุรีรัมย์ 20 ราย</p>,พบผู้ติดเชื้อไวรัส COVID-19 ที่จังหวัดบุรีรัมย์ 20 ราย,fake
<p>ข่าวปลอม อย่าแชร์! รพ.ย่านสายไหม พบผู้ป่วยติดเชื้อไวรัส COVID-19</p>,รพ.ย่านสายไหม พบผู้ป่วยติดเชื้อไวรัส COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อไวรัส COVID-19 ที่โรงพยาบาลย่านราษฎร์บูรณะ</p>,พบผู้ติดเชื้อไวรัส COVID-19 ที่โรงพยาบาลย่านราษฎร์บูรณะ,fake
<p>ข่าวปลอม อย่าแชร์! แผ่นห้อยคอป้องกัน COVID-19</p>,แผ่นห้อยคอป้องกัน COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! จังหวัดอุดรธานีมีผู้ติดเชื้อไวรัส COVID-19 จำนวน 5 ราย</p>,จังหวัดอุดรธานีมีผู้ติดเชื้อไวรัส COVID-19 จำนวน 5 ราย,fake
<p>ข่าวปลอม อย่าแชร์!  ปิดข่าว! พบผู้ติดเชื้อไวรัส COVID-19 ที่ รพ.ในจังหวัดกำแพงเพชร</p>, ปิดข่าว! พบผู้ติดเชื้อไวรัส COVID-19 ที่ รพ.ในจังหวัดกำแพงเพชร,fake
<p>ข่าวปลอม อย่าแชร์!  ปิดข่าว! จังหวัดขอนแก่นมีผู้ติดเชื้อไวรัส COVID-19 จำนวน 3 ราย</p>, ปิดข่าว! จังหวัดขอนแก่นมีผู้ติดเชื้อไวรัส COVID-19 จำนวน 3 ราย,fake
<p>ข่าวปลอม อย่าแชร์!  บางบัวทอง – บางใหญ่  มีผู้ติดเชื้อ COVID-19 แต่ปิดข่าว</p>, บางบัวทอง – บางใหญ่  มีผู้ติดเชื้อ COVID-19 แต่ปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! การออกบัตรให้มุสลิมต่างด้าวทางสื่อออนไลน์</p>,การออกบัตรให้มุสลิมต่างด้าวทางสื่อออนไลน์,fake
<p>ข่าวปลอม อย่าแชร์! ดื่มน้ำร้อน ทานขิง กระเทียม พริก ป้องกัน COVID-19</p>,ดื่มน้ำร้อน ทานขิง กระเทียม พริก ป้องกัน COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! รพ.แห่งหนึ่งในจังหวัดนครศรีธรรมราช พบนักเรียนติดเชื้อไวรัส COVID-19 จากเพื่อนที่พักร่วมห้อง</p>,รพ.แห่งหนึ่งในจังหวัดนครศรีธรรมราช พบนักเรียนติดเชื้อไวรัส COVID-19 จากเพื่อนที่พักร่วมห้อง,fake
<p>ข่าวปลอม อย่าแชร์! พนง.ขับรถบรรทุกผลไม้ ติดเชื้อไวรัส COVID-19 เสียชีวิต</p>,พนง.ขับรถบรรทุกผลไม้ ติดเชื้อไวรัส COVID-19 เสียชีวิต,fake
<p>ข่าวบิดเบือน อย่าแชร์! กระทรวงแรงงานไม่มีมาตรการกักตัวผีน้อยเกาหลีใต้กลับไทย แนะ ‘กักตัวเอง’</p>,กระทรวงแรงงานไม่มีมาตรการกักตัวผีน้อยเกาหลีใต้กลับไทย แนะ ‘กักตัวเอง’,incorrect
<p>ข่าวปลอม อย่าแชร์! พนักงานห้างสรรพสินค้า สาขาถลาง ติดเชื้อไวรัส COVID-19</p>,พนักงานห้างสรรพสินค้า สาขาถลาง ติดเชื้อไวรัส COVID-19,fake
<p>การบินไทย ยกเว้นค่าธรรมเนียม ญี่ปุ่น เกาหลี ไต้หวัน และสิงคโปร์ จริงหรือ?</p>,การบินไทย ยกเว้นค่าธรรมเนียม ญี่ปุ่น เกาหลี ไต้หวัน และสิงคโปร์,real
<p>ข่าวบิดเบือน อย่าแชร์! พายุฝนเหลืองจากจีนกระหน่ำไทย ระวัง! ปนเปื้อนเชื้อโรคพร้อมสารเคมี</p>,พายุฝนเหลืองจากจีนกระหน่ำไทย ระวัง! ปนเปื้อนเชื้อโรคพร้อมสารเคมี,incorrect
<p>ข่าวปลอม อย่าแชร์! ข้อมูลจากรพ.ศิริราช แนะกักตุนอาหาร</p>,ข้อมูลจากรพ.ศิริราช แนะกักตุนอาหาร,fake
"<p>ข่าวบิดเบือน อย่าแชร์! ข้าวหอมมะลิราคาพุ่งสูง ตันละ 17,700 บาท</p>","ข้าวหอมมะลิราคาพุ่งสูง ตันละ 17,700 บาท",incorrect
<p>ข่าวบิดเบือน อย่าแชร์! สำนักงานประกันสังคมจ.ชลบุรี มีประชาชนแห่ขึ้นทะเบียนแจ้งตกงานเฉลี่ย 200 คนต่อวัน</p>,สำนักงานประกันสังคมจ.ชลบุรี มีประชาชนแห่ขึ้นทะเบียนแจ้งตกงานเฉลี่ย 200 คนต่อวัน,incorrect
<p>ข่าวบิดเบือน อย่าแชร์! ประกันสังคม จะจ่ายเงินคืนให้ผู้ประกันตนภายใน เดือน พ.ค. 2563</p>,ประกันสังคม จะจ่ายเงินคืนให้ผู้ประกันตนภายใน เดือน พ.ค. 2563,incorrect
<p>ธ.ก.ส. สาขาพญาแล และสาขาหนองกี่ โอนเงินช่วยเหลือค่าเก็บเกี่ยว ไร่ละ 500 บาท ให้เกษตรกร จริงหรือ?</p>,ธ.ก.ส. สาขาพญาแล และสาขาหนองกี่ โอนเงินช่วยเหลือค่าเก็บเกี่ยว ไร่ละ 500 บาท ให้เกษตรกร,real
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อ COVID-19 ในโรงพยาบาลย่านศรีราชา</p>,พบผู้ติดเชื้อ COVID-19 ในโรงพยาบาลย่านศรีราชา,fake
<p>ข่าวปลอม อย่าแชร์! อ.บึงสามพัน เพชรบูรณ์ มีคนติดเชื้อ COVID-19 แล้ว เพิ่งเดินทางกลับมาจากต่างประเทศ</p>,อ.บึงสามพัน เพชรบูรณ์ มีคนติดเชื้อ COVID-19 แล้ว เพิ่งเดินทางกลับมาจากต่างประเทศ,fake
<p>ข่าวปลอม อย่าแชร์! มหาวิทยาลัยย่านนครปฐม มีผู้ติดเชื้อไวรัส COVID-19</p>,มหาวิทยาลัยย่านนครปฐม มีผู้ติดเชื้อไวรัส COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! รพ.ที่จังหวัดลำปาง ตรวจพบผู้ติดเชื้อไวรัส COVID-19 กว่า 20 ราย หลังกลับจากไปเที่ยวต่างประเทศ</p>,รพ.ที่จังหวัดลำปาง ตรวจพบผู้ติดเชื้อไวรัส COVID-19 กว่า 20 ราย หลังกลับจากไปเที่ยวต่างประเทศ,fake
<p>ข่าวปลอม อย่าแชร์! มีเด็กติดเชื้อไวรัส COVID-19 ที่โรงเรียนย่านนครปฐม</p>,มีเด็กติดเชื้อไวรัส COVID-19 ที่โรงเรียนย่านนครปฐม,fake
<p>ข่าวปลอม อย่าแชร์! รพ.ย่านพัฒนาการ มีผู้ติดเชื้อ COVID-19 แล้ว 2 ราย</p>,รพ.ย่านพัฒนาการ มีผู้ติดเชื้อ COVID-19 แล้ว 2 ราย,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ติดเชื้อไวรัส COVID-19 รพ.ย่านลำพูน 2 ราย</p>,พบผู้ติดเชื้อไวรัส COVID-19 รพ.ย่านลำพูน 2 ราย,fake
<p>ข่าวปลอม อย่าแชร์! คนขับแท็กซี่ในจ.ศรีสะเกษ ติดเชื้อไวรัส COVID-19 จากนักท่องเที่ยว</p>,คนขับแท็กซี่ในจ.ศรีสะเกษ ติดเชื้อไวรัส COVID-19 จากนักท่องเที่ยว,fake
<p>ข่าวปลอม อย่าแชร์! บริโภคผักไฮโดรโปนิกส์ เสี่ยงเป็นมะเร็ง</p>,บริโภคผักไฮโดรโปนิกส์ เสี่ยงเป็นมะเร็ง,fake
<p>ข่าวปลอม อย่าแชร์! ประกาศ รพ.ย่านสาทรพบผู้ป่วยติดเชื้อ COVID-19 จำนวน 3 คน</p>,ประกาศ รพ.ย่านสาทรพบผู้ป่วยติดเชื้อ COVID-19 จำนวน 3 คน,fake
<p>ข่าวปลอม อย่าแชร์! ลือ อุณหภูมิลดลงอย่างรวดเร็ว ในรอบ 5 ปี</p>,ลือ อุณหภูมิลดลงอย่างรวดเร็ว ในรอบ 5 ปี,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้หญิงติดเชื้อไวรัส COVID-19 พักรักษาตัวอยู่ที่ รพ.ย่านสระบุรี</p>,พบผู้หญิงติดเชื้อไวรัส COVID-19 พักรักษาตัวอยู่ที่ รพ.ย่านสระบุรี,fake
<p>ข่าวบิดเบือน อย่าแชร์! อาหารเปรี้ยว 7 ชนิด ต้านมะเร็ง</p>,อาหารเปรี้ยว 7 ชนิด ต้านมะเร็ง,incorrect
<p>ข่าวปลอม อย่าแชร์! เตือนคนไทยไปลอนดอน อาจโดนกักตัว 14 วัน</p>,เตือนคนไทยไปลอนดอน อาจโดนกักตัว 14 วัน,fake
<p>ข่าวปลอม อย่าแชร์! กระทรวงอุตสาหกรรมไร้การตรวจสอบการนำเข้าขยะพลาสติก ตลอด 5 ปี</p>,กระทรวงอุตสาหกรรมไร้การตรวจสอบการนำเข้าขยะพลาสติก ตลอด 5 ปี,fake
<p>WHO ฟันธง “เนื้อแดง-อาหารแปรรูป” เสี่ยง “มะเร็งลำไส้ใหญ่” จริงหรือ?</p>,WHO ฟันธง “เนื้อแดง-อาหารแปรรูป” เสี่ยง “มะเร็งลำไส้ใหญ่”,real
<p>ข่าวปลอม อย่าแชร์! ใช้จ่ายผ่านบัตรสวัสดิการแห่งรัฐ รับเงินคืน 2 เด้ง</p>,ใช้จ่ายผ่านบัตรสวัสดิการแห่งรัฐ รับเงินคืน 2 เด้ง,fake
<p>เก็บภาษีใช้น้ำชลประทานอีก 10 เส้นทาง จริงหรือ?</p>,เก็บภาษีใช้น้ำชลประทานอีก 10 เส้นทาง,real
"<p>ข่าวปลอม อย่าแชร์! ต้นทุนเครื่องฟอกอากาศบนหลังคารถเมล์ราคา 56,847.55 บาทต่อเครื่อง</p>","ต้นทุนเครื่องฟอกอากาศบนหลังคารถเมล์ราคา 56,847.55 บาทต่อเครื่อง",fake
<p>ข่าวปลอม อย่าแชร์! พบพนักงานห้างดังย่านพระราม9 ติดเชื้อ COVID-19</p>,พบพนักงานห้างดังย่านพระราม9 ติดเชื้อ COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! คลิปเสียง ระบุห้างดังย่านพระราม9 มีคนติดเชื้อไวรัส COVID-19 และตอนนี้ไทยมีผู้ติดเชื้ออีกหลายคน แต่รัฐปิดข่าว</p>,คลิปเสียง ระบุห้างดังย่านพระราม9 มีคนติดเชื้อไวรัส COVID-19 และตอนนี้ไทยมีผู้ติดเชื้ออีกหลายคน แต่รัฐปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! ปิดข่าว พบผู้ติดเชื้อไวรัส COVID-19  ในจังหวัดยะลา</p>,ปิดข่าว พบผู้ติดเชื้อไวรัส COVID-19  ในจังหวัดยะลา,fake
<p>ข่าวปลอม อย่าแชร์! ข่าวลือ! รัฐปิดข่าว พบพนักงานโรงงานติดเชื้อ COVID-19 ย่านปทุมธานี</p>,ข่าวลือ! รัฐปิดข่าว พบพนักงานโรงงานติดเชื้อ COVID-19 ย่านปทุมธานี,fake
<p>ข่าวปลอม อย่าแชร์! พบพนักงานห้างชื่อดังย่านเพลินจิต ติดเชื้อไวรัส COVID-19</p>,พบพนักงานห้างชื่อดังย่านเพลินจิต ติดเชื้อไวรัส COVID-19,fake
<p>เดือน ก.พ. 63 จะได้รับบิลค่าไฟฟ้า 2 ใบ จริงหรือ?</p>,เดือน ก.พ. 63 จะได้รับบิลค่าไฟฟ้า 2 ใบ,real
<p>ข่าวบิดเบือน อย่าแชร์! รัฐบาลเมินช่วยคนงานเชฟโรเลต ไล่ไปเปิด google หางาน</p>,รัฐบาลเมินช่วยคนงานเชฟโรเลต ไล่ไปเปิด google หางาน,incorrect
<p>ข่าวปลอม อย่าแชร์! นายกจะยกเลิกโครงการอาหารกลางวัน</p>,นายกจะยกเลิกโครงการอาหารกลางวัน,fake
<p>ครม.ผ่าน ร่างกฎกระทรวงฯ จัดสวัสดิการสังคม ช่วยคุณแม่วัยใส จริงหรือ?</p>,ครม.ผ่าน ร่างกฎกระทรวงฯ จัดสวัสดิการสังคม ช่วยคุณแม่วัยใส,real
"<p>ข่าวปลอม อย่าแชร์! อึ้ง! 3 ปีย้อนหลัง (ปี 2560-2562) ไทยนำเข้าขยะพลาสติกเพิ่ม 7,000%</p>","อึ้ง! 3 ปีย้อนหลัง (ปี 2560-2562) ไทยนำเข้าขยะพลาสติกเพิ่ม 7,000%",fake
<p>ข่าวปลอม อย่าแชร์! พ.ร.บ.โรงงาน ฉบับปี 2562 ลดขั้นตอนการขอใบ ร.ง.4 ขยายกิจการได้โดยไม่ต้องขออนุญาต</p>,พ.ร.บ.โรงงาน ฉบับปี 2562 ลดขั้นตอนการขอใบ ร.ง.4 ขยายกิจการได้โดยไม่ต้องขออนุญาต,fake
<p>ข่าวปลอม อย่าแชร์! รัฐบาลลดใช้ถุงพลาสติก แต่นำเข้าขยะถุงพลาสติกจากต่างประเทศ</p>,รัฐบาลลดใช้ถุงพลาสติก แต่นำเข้าขยะถุงพลาสติกจากต่างประเทศ,fake
<p>ข่าวปลอม อย่าแชร์! แม่น้ำโขงแห้งขอด เหลือแต่เนินทราย คนเดินข้ามฝั่งได้</p>,แม่น้ำโขงแห้งขอด เหลือแต่เนินทราย คนเดินข้ามฝั่งได้,fake
<p>ข่าวปลอม อย่าแชร์! ปตท. เลิกขายน้ำมัน แก๊สโซฮอล์ E85</p>,ปตท. เลิกขายน้ำมัน แก๊สโซฮอล์ E85,fake
<p>ยาแอสไพริน (Aspirin) ช่วยป้องกันโรคหลอดเลือดหัวใจได้ แต่ต้องปรึกษาแพทย์ก่อนใช้ยา จริงหรือ?</p>,ยาแอสไพริน (Aspirin) ช่วยป้องกันโรคหลอดเลือดหัวใจได้ แต่ต้องปรึกษาแพทย์ก่อนใช้ยา,real
<p>ข่าวปลอม อย่าแชร์! จากพยาบาลโซนปทุมธานี แจ้งพบผู้ป่วยติดเชื้อโคโรนา(COVID-19)ชาวไทย แต่ได้รับจดหมายจากรัฐให้ปิดข่าว</p>,จากพยาบาลโซนปทุมธานี แจ้งพบผู้ป่วยติดเชื้อโคโรนา(COVID-19)ชาวไทย แต่ได้รับจดหมายจากรัฐให้ปิดข่าว,fake
<p>ข่าวปลอม อย่าแชร์! มัสยิดเกิน 100 แห่ง ทั่วเมืองเชียงใหม่</p>,มัสยิดเกิน 100 แห่ง ทั่วเมืองเชียงใหม่,fake
"<p>ตรวจคัดกรองโรคหายากในทารกแรกเกิดฟรี 30,000 ราย จริงหรือ?</p>","ตรวจคัดกรองโรคหายากในทารกแรกเกิดฟรี 30,000 ราย",real
<p>ข่าวบิดเบือน อย่าแชร์! ผู้ถือบัตรสวัสดิการแห่งรัฐทุกคน รับเงินพิเศษเพิ่ม 3 เดือน</p>,ผู้ถือบัตรสวัสดิการแห่งรัฐทุกคน รับเงินพิเศษเพิ่ม 3 เดือน,incorrect
<p>กระทรวงกลาโหมส่งทหารไทยเรียนหลักสูตร รร.นายร้อยรัสเซีย จริงหรือ?</p>,กระทรวงกลาโหมส่งทหารไทยเรียนหลักสูตร รร.นายร้อยรัสเซีย,real
<p>ข่าวปลอม อย่าแชร์! รัฐบาลจีนสั่งยิงผู้ป่วยติดเชื้อไวรัสโคโรนา (covid-19) ที่หนีออกจากรพ. อ้างจำกัดเขตพื้นที่กักกันผู้ป่วย</p>,รัฐบาลจีนสั่งยิงผู้ป่วยติดเชื้อไวรัสโคโรนา (covid-19) ที่หนีออกจากรพ. อ้างจำกัดเขตพื้นที่กักกันผู้ป่วย,fake
<p>ข่าวปลอม อย่าแชร์! พบชาวจีนติดเชื้อไวรัสโคโรนาหนึ่งราย รักษาตัวอยู่ที่ รพ. ย่านบางแค</p>,พบชาวจีนติดเชื้อไวรัสโคโรนาหนึ่งราย รักษาตัวอยู่ที่ รพ. ย่านบางแค,fake
<p>ข่าวปลอม อย่าแชร์! ด่วน! ธนาคารกรุงเทพ สนญ. พบผู้ติดเชื้อไวรัสโคโรนาแล้ว 1 ราย</p>,ด่วน! ธนาคารกรุงเทพ สนญ. พบผู้ติดเชื้อไวรัสโคโรนาแล้ว 1 ราย,fake
<p>ข่าวปลอม อย่าแชร์! ผู้ติดเชื้อไวรัสโคโรนาในไทยเพิ่มต่อเนื่อง รัฐปิดข่าว! หวั่นกระทบเศรษฐกิจ</p>,ผู้ติดเชื้อไวรัสโคโรนาในไทยเพิ่มต่อเนื่อง รัฐปิดข่าว! หวั่นกระทบเศรษฐกิจ,fake
<p>ข่าวปลอม อย่าแชร์! ผลิตภัณฑ์เสริมอาหาร Dtox Kelly ลดอาการท้องผูก ป้องกันการเกิดมะเร็งลำไส้</p>,ผลิตภัณฑ์เสริมอาหาร Dtox Kelly ลดอาการท้องผูก ป้องกันการเกิดมะเร็งลำไส้,fake
<p>ข่าวปลอม อย่าแชร์! ผู้โดยสารเรือเวสเตอร์ดัม บินตรงเข้าไทย ‘การบินไทย’ หละหลวม ไม่ทำตามขั้นตอนคัดกรอง</p>,ผู้โดยสารเรือเวสเตอร์ดัม บินตรงเข้าไทย ‘การบินไทย’ หละหลวม ไม่ทำตามขั้นตอนคัดกรอง,fake
<p>ข่าวปลอม อย่าแชร์! แพทย์เตือน ‘แม่สอด’ แหล่งพักคนจีน พื้นที่แพร่ระบาดเชื้อไวรัสโควิด-19</p>,แพทย์เตือน ‘แม่สอด’ แหล่งพักคนจีน พื้นที่แพร่ระบาดเชื้อไวรัสโควิด-19,fake
<p>ผู้ว่าฯกทม. เห็นชอบให้หาบเร่แผงลอยเริ่มขาย 5 มี.ค. แต่จะต้องเป็นไปตามเงื่อนไขที่กำหนด จริงหรือ?</p>,ผู้ว่าฯกทม. เห็นชอบให้หาบเร่แผงลอยเริ่มขาย 5 มี.ค. แต่จะต้องเป็นไปตามเงื่อนไขที่กำหนด,real
<p>ข่าวปลอม อย่าแชร์! ผู้ประกอบการที่ใช้ตราฮาลาลบนสินค้า ไม่ต้องเสียภาษี</p>,ผู้ประกอบการที่ใช้ตราฮาลาลบนสินค้า ไม่ต้องเสียภาษี,fake
<p>ข่าวปลอม อย่าแชร์! BRN อิสลามใต้ประกาศยึดรัฐปัตตานีบนเวที UN</p>,BRN อิสลามใต้ประกาศยึดรัฐปัตตานีบนเวที UN,fake
<p>ผบ.ทบ. สั่งด่วนห้ามกองรักษาการณ์มีกระสุน-ปืนกล จริงหรือ?</p>,ผบ.ทบ. สั่งด่วนห้ามกองรักษาการณ์มีกระสุน-ปืนกล,real
<p>ข่าวปลอม อย่าแชร์! ลือหนัก ‘คนขับรถทัวร์’ ติดเชื้อไวรัสโคโรนา  รพ.ถูกสั่งปิดข่าวเงียบ เลี่ยงยอดติดเชื้อเพิ่ม</p>,ลือหนัก ‘คนขับรถทัวร์’ ติดเชื้อไวรัสโคโรนา  รพ.ถูกสั่งปิดข่าวเงียบ เลี่ยงยอดติดเชื้อเพิ่ม,fake
<p>ข่าวปลอม อย่าแชร์! เตรียมเพิ่มวงเงินสดบัตรสวัสดิการแห่งรัฐเป็น 800 บาทต่อเดือน</p>,เตรียมเพิ่มวงเงินสดบัตรสวัสดิการแห่งรัฐเป็น 800 บาทต่อเดือน,fake
